sample 0,sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18,sample 19,sample 20,sample 21,sample 22,sample 23,sample 24,sample 25,sample 26,sample 27,sample 28,sample 29,sample 30,sample 31,sample 32,sample 33,sample 34,sample 35,sample 36,sample 37,sample 38,sample 39
-0.030746,-0.078255,0.036018,0.146004,0.072609,0.010841,-0.048271,0.032501,-0.033943,0.013832,0.007507,-0.088791,0.00959,0.044136,0.003258,-0.088707,-0.019684,-0.114632,0.002075,-0.043884,-0.005051,-0.029564,0.065819,-0.022331,-0.003571,0.04702,0.048576,0.0214,-0.022758,-0.070236,-0.118874,-0.011459,-0.089485,-0.140495,-0.140884,0.053307,0.059731,-0.014832,-0.014648,-0.030029
-0.041031,-0.07634,0.029625,0.156311,0.055603,0.005363,-0.047798,0.028976,-0.010689,0.001732,0.004784,-0.069962,0.00824,0.037209,-0.010315,-0.097214,-0.033089,-0.090988,-0.008896,-0.037872,-0.009392,-0.044342,0.05513,-0.014099,0.006706,0.03933,0.043709,0.024948,-0.010979,-0.09288,-0.086151,0.017815,-0.061646,-0.122505,-0.125488,0.045303,0.079437,-0.018105,-0.006241,-0.032967
-0.051956,-0.076981,0.024002,0.154427,0.042946,0.000198,-0.037277,0.0214,0.013489,-0.005051,-0.000313,-0.046112,0.001114,0.026443,-0.01358,-0.096581,-0.05098,-0.059624,-0.016823,-0.025703,-0.013084,-0.073433,0.04174,-0.005653,0.012901,0.036766,0.042519,0.022964,-0.004189,-0.113129,-0.046875,0.042503,-0.051544,-0.093628,-0.104149,0.029701,0.0896,-0.021385,0.003326,-0.023895
-0.061378,-0.06617,0.015869,0.14035,0.035492,-0.004501,-0.018356,0.014473,0.034264,-0.012413,-0.004593,-0.019028,-0.003113,0.010399,0.001495,-0.08577,-0.07637,-0.066299,-0.028,-0.007713,-0.019875,-0.089432,0.025238,-0.00383,0.01873,0.035828,0.040466,0.021561,-0.006126,-0.112984,-0.003548,0.06501,-0.022575,-0.053864,-0.085007,0.010406,0.081985,-0.018684,0.01252,-0.003204
-0.069847,-0.053185,0.010887,0.11026,0.024216,-0.010635,-0.003479,0.012451,0.051277,-0.021675,-0.012054,0.009682,-0.003906,0.000664,0.011551,-0.070419,-0.087852,-0.106628,-0.047813,0.022095,-0.021873,-0.083313,0.005196,-0.004532,0.025711,0.031982,0.030891,0.011818,-0.008949,-0.055229,0.038002,0.088234,0.033325,-0.010223,-0.054726,-0.006302,0.063316,-0.025139,0.016228,0.007858
-0.06749,-0.048615,0.010582,0.072922,0.010818,-0.016113,0.01535,0.005875,0.06427,-0.028786,-0.022339,0.030502,-0.005592,-0.007652,0.011299,-0.050659,-0.077827,-0.10508,-0.062851,0.059067,-0.02346,-0.075348,-0.019028,-0.005714,0.031776,0.02285,0.013252,-0.004852,-0.007561,0.010887,0.073029,0.111526,0.085228,0.029312,-0.011108,-0.016418,0.040565,-0.024696,0.021042,0.00605
-0.052284,-0.044617,0.005936,0.037766,0.011124,-0.021759,0.039246,-0.000435,0.070007,-0.03009,-0.030289,0.050606,-0.010345,-0.019737,0.007912,-0.023026,-0.058037,-0.048622,-0.067329,0.086212,-0.023064,-0.064644,-0.041031,-0.009941,0.030716,0.017349,-0.004532,-0.01545,-0.005486,0.044952,0.098251,0.124977,0.112579,0.065536,0.023087,-0.025795,0.019089,-0.036438,0.029198,-0.003983
-0.032822,-0.024384,-0.000671,0.001091,0.013458,-0.027893,0.059059,-0.000954,0.074318,-0.0327,-0.032555,0.06414,-0.018326,-0.042313,0.001854,0.008125,-0.037163,-0.057693,-0.058342,0.094765,-0.013763,-0.054138,-0.065468,-0.014015,0.025864,0.01091,-0.013199,-0.026108,-0.005486,0.082321,0.119118,0.122658,0.126541,0.092178,0.047157,-0.035217,0.004349,-0.050774,0.03653,-0.012337
-0.014687,-0.007439,-0.006233,-0.03344,0.007187,-0.029984,0.076324,-0.000328,0.077995,-0.031235,-0.032005,0.066216,-0.026176,-0.063377,-0.004105,0.037834,-0.016968,-0.080017,-0.042122,0.091721,-0.000908,-0.041321,-0.088249,-0.011719,0.025444,-0.008644,-0.022156,-0.036575,-0.005394,0.136932,0.137871,0.1129,0.132805,0.110603,0.072777,-0.037193,-0.006805,0.000946,0.044212,-0.013626
-0.003777,-0.000206,-0.010399,-0.062439,-0.00518,-0.03212,0.092072,-0.000237,0.073326,-0.021584,-0.032043,0.06324,-0.033195,-0.07608,-0.011566,0.067551,0.000534,-0.071831,-0.031586,0.084305,0.012436,-0.020866,-0.107048,-0.003754,0.0224,-0.027634,-0.02298,-0.044907,-0.003891,0.192848,0.145775,0.099655,0.123253,0.129677,0.096878,-0.032074,-0.019272,0.006538,0.051201,-0.006302
0.003029,0.00914,-0.013161,-0.089989,-0.007462,-0.031578,0.107346,-0.002914,0.061302,-0.012558,-0.030678,0.052895,-0.035019,-0.083321,-0.009232,0.092125,0.015022,-0.043015,-0.027878,0.061913,0.025673,0.005951,-0.176231,0.004547,0.009766,-0.039642,-0.01873,-0.050072,0.003242,0.231819,0.142654,0.082993,0.105133,0.145142,0.111496,-0.026489,-0.034279,-0.000969,0.052452,0.007568
0.010391,0.014084,-0.017334,-0.114128,-0.0056,-0.031754,0.116074,-0.00383,0.044083,-0.008057,-0.02919,0.040718,-0.036133,-0.083641,0.000443,0.103455,0.033035,-0.007042,-0.028496,0.023346,0.043549,0.036797,-0.215782,0.013458,-0.003113,-0.046944,-0.01461,-0.051498,0.015678,0.241516,0.1278,0.070244,0.095764,0.147095,0.104874,-0.016647,-0.055382,0.041458,0.051903,0.018013
0.021057,0.014709,-0.019928,-0.126228,-0.026932,-0.031158,0.116447,-0.004852,0.020218,-0.007263,-0.027649,0.028481,-0.036026,-0.083565,-0.001022,0.105774,0.053154,0.016251,-0.021362,-0.006493,0.058243,0.060844,-0.152832,0.026855,-0.012459,-0.051704,-0.012489,-0.048317,0.023598,0.225594,0.101463,0.056946,0.068581,0.135857,0.089691,-0.000282,-0.082237,0.0317,0.049339,0.022957
0.027359,0.007942,-0.024223,-0.12249,-0.050697,-0.027519,0.109589,-0.00425,-0.005768,-0.007103,-0.024651,0.014748,-0.033836,-0.076927,-0.013306,0.104446,0.071388,0.034058,-0.007179,-0.020493,0.064224,0.071251,-0.077553,0.043839,-0.021088,-0.057472,-0.019119,-0.035126,0.033234,0.181023,0.072639,0.034355,0.018448,0.11702,0.081383,0.013542,-0.100029,-0.01152,0.041336,0.021675
0.029205,0.015091,-0.026581,-0.108749,-0.059845,-0.025009,0.099243,-0.005905,-0.029076,-0.005188,-0.023346,0.00087,-0.027107,-0.059357,-0.020935,0.094063,0.083771,0.0215,0.009384,-0.02861,0.063843,0.07267,-0.000992,0.061432,-0.025246,-0.064453,-0.019714,-0.018822,0.048935,0.104889,0.046951,0.002647,-0.019005,0.089859,0.070175,0.024338,-0.102028,-0.030952,0.03289,0.021523
0.035583,0.042252,-0.02813,-0.090729,-0.064369,-0.016907,0.085159,-0.009689,-0.052032,-0.002136,-0.022171,-0.008774,-0.015678,-0.03595,-0.022789,0.070625,0.080566,0.007683,0.030357,-0.042053,0.056992,0.072182,0.051849,0.075813,-0.026558,-0.066353,-0.013657,0.002373,0.056297,0.038506,0.021111,-0.028839,-0.043129,0.057709,0.048035,0.032066,-0.095367,0.007263,0.021942,0.029221
0.03727,0.061127,-0.035042,-0.065887,-0.066612,-0.00782,0.059143,-0.011551,-0.070114,-0.002182,-0.016945,-0.010017,0.001732,-0.006271,-0.025551,0.041237,0.062454,0.024681,0.043671,-0.04911,0.046234,0.074532,0.055832,0.08049,-0.027092,-0.055328,0.000893,0.028191,0.055283,-0.009781,-0.003578,-0.051224,-0.073822,0.027954,0.020874,0.03495,-0.082222,0.032959,0.010033,0.03907
0.03083,0.068291,-0.031067,-0.037025,-0.065735,6.10E-05,0.02829,-0.014915,-0.078552,-0.002243,-0.008957,-0.007416,0.024216,0.02742,-0.019745,0.011299,0.042313,0.07135,0.045036,-0.04174,0.03511,0.069794,0.047363,0.080345,-0.024323,-0.039589,0.002777,0.053215,0.054382,-0.072662,-0.025749,-0.068565,-0.104431,0.001266,-0.006462,0.035553,-0.067337,0.024055,-0.003609,0.046326
0.023453,0.059517,-0.031258,-0.01075,-0.056999,0.00946,6.10E-05,-0.010979,-0.084145,0.003334,-0.002197,-0.001259,0.040688,0.058334,-0.007233,-0.018112,0.027893,0.110542,0.047165,-0.029335,0.025352,0.053612,0.046516,0.077377,-0.016846,-0.024879,-0.010376,0.075851,0.052368,-0.146919,-0.048462,-0.083786,-0.112167,-0.023056,-0.03019,0.032593,-0.054893,0.039169,-0.014984,0.048668
0.020226,0.040733,-0.027458,0.014038,-0.050293,0.015808,-0.028503,-0.008873,-0.087036,0.008133,0.004578,0.009247,0.058334,0.078766,-0.001656,-0.044258,0.01516,0.104164,0.051636,-0.00502,0.006836,0.038567,0.09388,0.065727,-0.004936,-0.007645,-0.015724,0.091904,0.044518,-0.197769,-0.070396,-0.101051,-0.100197,-0.043968,-0.045586,0.026527,-0.040306,0.057091,-0.02523,0.044785
0.0205,0.028618,-0.035606,0.036873,-0.046082,0.017136,-0.061111,-0.000542,-0.082794,0.010117,0.012054,0.018738,0.077049,0.091713,-0.004204,-0.066643,0.001671,0.088509,0.052818,0.018555,-0.008514,0.028061,0.158905,0.047501,0.011269,0.009186,-0.022629,0.101013,0.032867,-0.219444,-0.084831,-0.116096,-0.086502,-0.062759,-0.052658,0.016273,-0.02166,0.056717,-0.037674,0.036964
0.020088,0.024521,-0.035164,0.05983,-0.026436,0.021126,-0.092522,0.005867,-0.069481,0.015846,0.020615,0.028648,0.086128,0.100945,-0.004105,-0.085442,-0.013771,0.077621,0.052269,0.037094,-0.04995,0.027069,0.176941,0.029068,0.030022,0.022362,-0.026604,0.101425,0.019005,-0.241066,-0.088722,-0.115829,-0.078339,-0.077538,-0.055313,0.007713,0.000877,0.03331,-0.042099,0.02829
0.021515,0.022919,0.019707,0.078323,0.006584,0.03199,-0.11689,0.002594,-0.047646,0.02417,0.033966,0.036179,0.084152,0.100311,0.006714,-0.09684,-0.033463,0.055191,0.046913,0.052299,-0.11412,0.031029,0.112778,0.009483,0.044785,0.035629,-0.026558,0.097488,0.000877,-0.25325,-0.092064,-0.103134,-0.065819,-0.086517,-0.05851,-0.007347,0.02977,0.039352,-0.045525,0.022812
0.017433,0.014709,0.025436,0.08432,0.037216,0.037048,-0.139839,0.007492,-0.022194,0.031006,0.046623,0.034019,0.072601,0.089874,0.022377,-0.102676,-0.049652,0.026924,0.036446,0.057968,-0.092766,0.028336,0.0159,-0.015984,0.054604,0.05188,-0.01857,0.086609,-0.015526,-0.23616,-0.08223,-0.083832,-0.040604,-0.090416,-0.059761,-0.02021,0.059326,0.063614,-0.044533,0.017525
0.008499,-0.002708,0.024895,0.081261,0.050987,0.037209,-0.159981,0.003525,0.005325,0.038033,0.052162,0.030624,0.05368,0.069839,0.032303,-0.10453,-0.05497,0.010597,0.025612,0.054779,-0.02375,0.016266,-0.028366,-0.041313,0.064148,0.064613,-0.01149,0.064781,-0.028053,-0.199661,-0.074478,-0.057236,-0.011292,-0.086082,-0.057396,-0.007011,0.081017,0.045296,-0.041,0.01059
0.001671,-0.024765,0.061241,0.07328,0.048729,0.037819,-0.170235,0.000504,0.029762,0.044014,0.053558,0.028061,0.031998,0.039848,0.03228,-0.096764,-0.053329,0.004395,0.01355,0.043167,0.003395,-0.004372,-0.051605,-0.059235,0.071297,0.07061,-0.014343,0.039429,-0.03894,-0.159271,-0.07486,-0.026955,0.017548,-0.072197,-0.051147,-0.008598,0.095894,0.015823,-0.038094,0.008636
-0.009796,-0.040062,0.045784,0.060562,0.04512,0.036957,-0.168365,0.000572,0.049408,0.045158,0.056602,0.019272,0.01358,0.007492,0.026711,-0.079666,-0.049301,-0.021011,0.000557,0.033546,-0.001167,-0.021317,-0.061646,-0.069489,0.072571,0.071495,-0.01371,0.011543,-0.046684,-0.12307,-0.041161,0.002235,0.041428,-0.053711,-0.033745,-0.025719,0.104103,0.00029,-0.037582,0.00573
-0.019424,-0.042122,0.0028,0.040085,0.048416,0.037537,-0.154961,0.006744,0.065819,0.04438,0.057495,0.008194,-0.00605,-0.020042,0.023529,-0.061134,-0.043205,-0.056641,-0.008522,0.014862,0.015678,-0.032799,-0.050911,-0.07399,0.067223,0.063545,-0.007286,-0.019791,-0.054916,-0.082146,0.005112,0.034264,0.061485,-0.036415,-0.009392,-0.006622,0.099701,-0.021515,-0.041275,0.001144
-0.028168,-0.03553,-0.013275,0.018539,0.054611,0.035698,-0.135941,0.018921,0.074234,0.040031,0.051933,-0.00045,-0.026184,-0.044479,0.020119,-0.041718,-0.034851,-0.070404,-0.009552,-0.009308,0.05928,-0.040337,-0.049568,-0.076958,0.054176,0.052162,0.009209,-0.051865,-0.06559,-0.03051,0.042061,0.068977,0.080482,-0.021721,0.008751,0.01342,0.084915,-0.066666,-0.037773,-0.00515
-0.035706,-0.019608,0.026245,-0.001839,0.055878,0.030991,-0.111053,0.022446,0.07753,0.032211,0.04422,-0.00975,-0.038109,-0.061592,0.0084,-0.015587,-0.022583,-0.079948,-0.010559,-0.026741,0.041595,-0.047012,-0.058807,-0.079941,0.036865,0.038353,0.020981,-0.077896,-0.071495,0.028297,0.058601,0.097694,0.087624,-0.00853,0.023827,-0.008881,0.069611,-0.106438,-0.049911,-0.014938
-0.042351,0.001663,0.047646,-0.022675,0.052269,0.026199,-0.076996,0.027573,0.077667,0.024971,0.037224,-0.020935,-0.043457,-0.068192,-0.001907,0.011078,-0.004395,-0.096016,-0.014587,-0.040977,0.004364,-0.062103,-0.067436,-0.076233,0.018127,0.024841,0.018135,-0.098175,-0.071938,0.092712,0.053131,0.116287,0.086639,0.00322,0.036728,-0.016739,0.056946,-0.102242,-0.033943,-0.025078
-0.047661,0.016968,0.03315,-0.03804,0.03981,0.02301,-0.036339,0.02829,0.071938,0.014778,0.027885,-0.029236,-0.046219,-0.071785,-0.007408,0.035728,0.015312,-0.084328,-0.015358,-0.053688,0.00602,-0.076248,-0.01181,-0.06675,-0.005028,0.012733,0.017822,-0.113541,-0.071938,0.150291,0.060043,0.123764,0.083748,0.011299,0.043671,0.009033,0.040688,-0.085518,0.003479,-0.036392
-0.030891,0.023109,0.041451,-0.049973,0.018265,0.018234,0.008049,0.032944,0.062759,0.001633,0.013542,-0.03524,-0.047867,-0.0718,-0.014565,0.063011,0.030678,-0.055206,-0.016502,-0.065742,0.032806,-0.080963,0.066559,-0.058075,-0.031998,-0.002998,0.026428,-0.120392,-0.068954,0.192581,0.063835,0.119347,0.071815,0.017357,0.050911,0.013931,0.019371,-0.087746,-0.012947,-0.045387
-0.022583,0.019623,0.061333,-0.058136,0.003334,0.00666,0.051567,0.036514,0.053795,-0.010979,-0.00145,-0.038406,-0.046936,-0.065323,-0.015869,0.088524,0.042557,-0.038185,-0.022827,-0.070251,0.058754,-0.075394,0.079643,-0.049156,-0.055542,-0.020515,0.033241,-0.123215,-0.057793,0.219925,0.063774,0.103943,0.052711,0.020226,0.061104,0.005142,-0.005531,-0.082306,-0.007782,-0.056526
-0.031654,0.017059,0.065681,-0.05999,-0.002373,-0.000175,0.096779,0.030838,0.043671,-0.019432,-0.016464,-0.037331,-0.043228,-0.052528,-0.010948,0.104668,0.047691,-0.033531,-0.033577,-0.072456,0.037224,-0.064163,0.067451,-0.037903,-0.072319,-0.041054,0.032211,-0.116295,-0.043335,0.226318,0.071434,0.084694,0.030373,0.016312,0.070396,0.007484,-0.037231,-0.064369,0.02858,-0.066025
-0.002487,0.016022,0.037819,-0.053215,-0.004639,-0.002045,0.137604,0.028229,0.030518,-0.02816,-0.025284,-0.036789,-0.039879,-0.03772,-0.001129,0.113884,0.045471,-0.03241,-0.043274,-0.070404,0.009247,-0.045868,0.049583,-0.0252,-0.085442,-0.049911,0.032646,-0.096275,-0.029732,0.22319,0.047379,0.060005,0.007828,0.013916,0.071754,0.018173,-0.066902,-0.05146,0.016968,-0.071655
0.038902,0.010559,0.038422,-0.039223,-0.006691,-0.003883,0.161926,0.021042,0.017998,-0.041199,-0.029755,-0.036308,-0.039665,-0.023682,0.010963,0.122246,0.04425,-0.013718,-0.05291,-0.064186,-0.014244,-0.016037,0.04969,-0.01442,-0.09304,-0.084656,0.037727,-0.073196,-0.011162,0.215317,0.004028,0.028084,-0.009399,0.012756,0.06208,0.01651,-0.083977,-0.041306,-0.011803,-0.078987
0.032303,0.003868,0.053993,-0.022263,-0.012573,-0.009789,0.17321,0.004936,0.003647,-0.049042,-0.036026,-0.033424,-0.043243,-0.014397,0.016899,0.121368,0.0457,0.010643,-0.059334,-0.053658,-0.048676,0.007904,0.056915,0.002869,-0.090324,-0.136482,0.039276,-0.050316,0.011642,0.184227,-0.015648,-0.000183,-0.025864,0.009521,0.044304,0.002785,-0.088593,-0.017784,0.005157,-0.08007
0.02021,-0.011543,0.02243,-0.004044,-0.020897,-0.016197,0.175728,-0.0131,-0.012817,-0.047974,-0.037872,-0.031021,-0.043091,-0.012566,0.018242,0.108803,0.041306,0.025078,-0.058472,-0.033295,-0.061943,0.023766,0.046738,0.024551,-0.080864,-0.130157,0.036987,-0.023766,0.034225,0.128426,-0.010948,-0.029236,-0.047951,0.010429,0.024811,0.01136,-0.082558,0.012825,0.04789,-0.070404
0.042137,-0.029068,-0.014259,0.013031,-0.032562,-0.018951,0.169159,-0.02771,-0.023537,-0.042931,-0.036789,-0.032501,-0.038811,-0.008202,0.01841,0.089134,0.028542,0.035843,-0.055992,-0.012421,-0.033897,0.036606,0.042465,0.045158,-0.069153,-0.075508,0.034439,0.007713,0.055168,0.065506,-0.002068,-0.058922,-0.068077,0.012001,0.005783,0.02401,-0.071945,0.032173,0.059776,-0.053123
0.056953,-0.047707,-0.035774,0.029953,-0.044075,-0.025406,0.150757,-0.043312,-0.031311,-0.037689,-0.032845,-0.031479,-0.034981,0.001938,0.02198,0.063103,0.014969,0.043587,-0.048889,0.003891,0.004524,0.04287,0.021767,0.070206,-0.05397,-0.005539,0.030449,0.038773,0.075119,0.009071,-0.010956,-0.078926,-0.077553,0.014915,-0.0121,0.0158,-0.063911,0.051178,0.060509,-0.030685
0.052612,-0.066811,-0.063019,0.046417,-0.047806,-0.019638,0.126472,-0.057175,-0.038788,-0.032646,-0.026421,-0.024269,-0.025459,0.011658,0.0224,0.034592,-0.001701,0.059013,-0.035561,0.01754,0.010078,0.049255,-0.006805,0.088676,-0.036377,0.010796,0.023148,0.069366,0.091156,-0.039635,-0.021736,-0.089134,-0.077835,0.023453,-0.028496,-0.00032,-0.056602,0.069885,0.078819,-0.003593
0.044128,-0.073296,-0.109993,0.05674,-0.040665,-0.025467,0.096107,-0.059464,-0.044617,-0.027153,-0.017746,-0.015869,-0.007057,0.01915,0.010994,0.00367,-0.017044,0.072479,-0.016716,0.036118,0.010887,0.052498,-0.01667,0.10186,-0.018318,-0.007584,0.010193,0.096916,0.099098,-0.080154,-0.014847,-0.090691,-0.072517,0.032455,-0.042236,-0.0009,-0.043243,0.081383,0.099129,0.018784
0.041183,-0.06765,-0.142502,0.05854,-0.028854,-0.024361,0.057434,-0.05349,-0.050919,-0.021286,-0.009689,-0.008049,0.011368,0.027596,-0.003876,-0.028351,-0.023079,0.077049,0.008049,0.052032,0.028419,0.051628,-0.006393,0.112518,0.001762,0.009605,-0.005722,0.110954,0.099777,-0.119766,0.000595,-0.08741,-0.06012,0.038353,-0.051353,0.002884,-0.021263,0.080368,0.091972,0.035172
0.037392,-0.054886,-0.127159,0.061913,-0.023643,-0.042526,0.02372,-0.045204,-0.054306,-0.014481,-0.001869,0.000275,0.025047,0.034805,-0.021088,-0.057449,-0.026649,0.079369,0.035339,0.063217,0.030609,0.048897,0.006493,0.116989,0.021011,0.031921,-0.019493,0.117844,0.092155,-0.158127,0.015404,-0.079582,-0.039238,0.041046,-0.059799,-0.015381,0.004974,0.068459,0.068825,0.051727
0.011528,-0.041344,-0.104637,0.060989,-0.019859,-0.073563,-0.00518,-0.034691,-0.050453,-0.01091,0.00872,0.010918,0.040192,0.038895,-0.041801,-0.080811,-0.032951,0.069183,0.061249,0.078926,0.002731,0.042145,0.006538,0.111946,0.03653,0.072266,-0.032173,0.121849,0.079155,-0.17733,0.028694,-0.068214,-0.02095,0.043968,-0.061615,-0.032639,0.032318,0.068176,0.074577,0.067184
-0.003044,-0.022873,-0.093224,0.051994,-0.010559,-0.021339,-0.031288,-0.024147,-0.041443,-0.006729,0.017334,0.020317,0.052429,0.046516,-0.058838,-0.101288,-0.039742,0.052704,0.084145,0.087563,-0.018845,0.03302,0.002739,0.094696,0.049095,0.131783,-0.04715,0.116081,0.06308,-0.172729,0.033745,-0.049492,-0.003586,0.044441,-0.055878,-0.030716,0.057617,0.07093,0.076515,0.084297
0.009064,-0.00724,-0.07563,0.038826,-0.001152,-0.016273,-0.052574,-0.012619,-0.028137,0.001907,0.023338,0.02903,0.057961,0.053589,-0.069328,-0.115211,-0.039429,0.037506,0.107353,0.081558,-0.013748,0.022041,-0.005722,0.071701,0.056358,0.148178,-0.059937,0.104507,0.038956,-0.145554,0.018791,-0.020554,0.024139,0.038933,-0.049675,-0.0252,0.072876,0.059387,0.047028,0.09771
0.008171,-0.001648,-0.049683,0.018814,0.005997,-0.019264,-0.072311,0.002113,-0.011589,0.007942,0.025261,0.036743,0.058281,0.05484,-0.071556,-0.113861,-0.036041,0.022911,0.12365,0.066673,-0.014481,0.014626,-0.031319,0.035568,0.06057,0.09066,-0.064018,0.08535,0.013985,-0.103607,-0.010292,0.007011,0.055412,0.040207,-0.039192,-0.036774,0.076447,0.033066,0.020264,0.099136
-0.010506,0.007469,-0.021507,-0.006393,0.014412,0.025803,-0.089653,0.013725,0.004707,0.015541,0.025139,0.041611,0.051834,0.054283,-0.06855,-0.103729,-0.0327,0.008591,0.125626,0.05072,-0.035004,0.01078,-0.072716,-0.001228,0.064651,0.020584,-0.065331,0.058815,-0.004433,-0.058189,-0.031815,0.030807,0.085945,0.029106,-0.02076,-0.042435,0.070877,-0.00251,-0.000732,0.084152
-0.014549,0.022049,0.004425,-0.043701,0.024864,-0.000656,-0.101799,0.02253,0.019936,0.025612,0.022644,0.046547,0.043274,0.04805,-0.065697,-0.090248,-0.023285,-0.004349,0.118736,0.033768,-0.05172,0.008957,-0.096504,-0.064224,0.06646,0.012077,-0.067268,0.03022,-0.023308,-0.017426,-0.033127,0.050751,0.106392,0.011009,-0.001587,-0.027351,0.060974,-0.032379,-0.037415,0.061562
