sample 0,sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18,sample 19,sample 20,sample 21,sample 22,sample 23,sample 24,sample 25,sample 26,sample 27,sample 28,sample 29,sample 30,sample 31,sample 32,sample 33,sample 34,sample 35,sample 36,sample 37,sample 38,sample 39
0.053352,0.023132,0.019875,0.016998,0.036552,-0.028152,-0.013618,0.001648,0.013474,-0.106895,0.003601,0.033195,-0.044525,-0.0355,-0.019356,-0.084404,-0.008362,0.038063,0.052414,-0.026085,0.02372,-0.004829,-0.019005,0.067184,-0.002983,0.046768,0.000534,-0.009262,-0.004936,0.034775,-0.018661,-0.017555,0.011642,-0.040855,0.041786,-0.019157,-0.051025,-0.008987,-0.002197,0.000435
0.0392,0.039154,0.019707,0.007736,0.024193,-0.013306,-0.015884,0.02198,0.010277,-0.098953,0.02449,0.045586,-0.015465,-0.045975,-0.014481,-0.069481,-0.015274,0.034843,0.054733,-0.03289,0.0112,-0.020226,-0.007523,0.059326,-0.005585,0.047783,0.008965,-0.010147,-0.015778,0.035767,-0.022507,-0.02597,0.01078,-0.047615,0.037636,-0.003464,-0.055527,-0.004562,0.004456,-0.005264
0.02227,0.044701,0.017746,-0.005943,0.010567,-0.000961,-0.014259,0.039307,0.008644,-0.09182,0.038963,0.049255,0.006989,-0.049164,-0.010864,-0.051353,-0.019279,0.022621,0.050636,-0.038361,0.000938,-0.039474,0.005249,0.046028,-0.007874,0.044739,0.014633,-0.004021,-0.022446,0.028328,-0.026794,-0.034286,0.007591,-0.04892,0.031967,0.00885,-0.055115,0.000549,0.011848,-0.00956
0.002907,0.046921,0.014969,-0.020065,-0.002258,0.006645,-0.0112,0.053116,0.006615,-0.072807,0.048882,0.044014,0.026489,-0.048347,-0.005737,-0.026779,-0.024788,0.006165,0.044579,-0.041603,-0.007362,-0.057693,0.019722,0.03196,-0.007729,0.042412,0.021042,0.000427,-0.019936,0.023178,-0.028496,-0.042702,0.00457,-0.043472,0.023079,0.017883,-0.048752,0.006149,0.018982,-0.010696
-0.021095,0.044685,0.012146,-0.028305,-0.01416,0.013191,-0.007774,0.060028,0.004684,-0.045265,0.058113,0.033318,0.047134,-0.044151,-0.000198,0.00267,-0.033951,-0.013016,0.032852,-0.040115,-0.011009,-0.072769,0.03196,0.014511,-0.010406,0.037796,0.026985,0.002243,-0.017715,0.021217,-0.026184,-0.048859,0.001495,-0.033508,0.015121,0.022484,-0.039429,0.006828,0.021927,-0.011757
-0.038559,0.033119,0.009972,-0.031403,-0.024086,0.016525,-0.002586,0.062317,0.00618,-0.009338,0.063431,0.018494,0.05896,-0.031982,0.004387,0.033638,-0.041077,-0.027931,0.018799,-0.037697,-0.010864,-0.081894,0.040077,-0.005203,-0.013588,0.032425,0.03064,0.009666,-0.020226,0.014442,-0.021278,-0.049446,-0.003975,-0.021645,0.008873,0.023056,-0.030533,0.005699,0.024315,-0.011917
-0.048653,0.02211,0.008125,-0.030968,-0.032341,0.019508,0.003799,0.062035,0.002876,0.029945,0.065979,0.002335,0.067047,-0.019966,0.008621,0.063522,-0.045349,-0.034569,0.008804,-0.034416,-0.009232,-0.081757,0.049751,-0.025162,-0.012184,0.028381,0.029716,0.011971,-0.024086,0.008507,-0.018082,-0.043732,-0.014893,-0.011612,-0.002586,0.021393,-0.018715,0.009377,0.029167,-0.006332
-0.064354,0.014557,0.013184,-0.031403,-0.034805,0.026863,0.011414,0.058319,-0.007202,0.062286,0.062996,-0.014,0.069313,-0.012344,0.009956,0.086906,-0.046417,-0.035271,-0.003006,-0.025787,-0.010963,-0.07917,0.05571,-0.040634,-0.010086,0.019447,0.02784,0.014061,-0.026489,0.004745,-0.012543,-0.033028,-0.023224,-0.001831,-0.014175,0.018791,-0.003815,0.014099,0.035149,-0.001488
-0.072777,0.006302,0.020699,-0.031479,-0.030373,0.033859,0.017654,0.055542,-0.014389,0.088089,0.051743,-0.033218,0.066879,-0.004608,0.008057,0.102592,-0.04538,-0.032166,-0.016708,-0.017159,-0.0103,-0.075455,0.054199,-0.050591,-0.012215,0.006317,0.026291,0.018295,-0.027985,0.001045,-0.006927,-0.015053,-0.024719,0.009384,-0.019081,0.012772,0.012077,0.014893,0.036568,0.003242
-0.066185,-0.004875,0.020912,-0.028877,-0.021378,0.035187,0.016861,0.052467,-0.018044,0.110054,0.034546,-0.052055,0.061737,0.001137,0.009407,0.115013,-0.046761,-0.02285,-0.026192,-0.013344,-0.009491,-0.065292,0.051758,-0.055893,-0.015182,-0.008018,0.02388,0.019142,-0.029289,-0.005852,-0.0037,0.004044,-0.027412,0.018204,-0.022072,0.004082,0.024704,0.013695,0.030022,0.012733
-0.059654,-0.011421,0.020493,-0.025307,-0.012863,0.03392,0.011879,0.04615,-0.018646,0.130424,0.016174,-0.064301,0.055061,0.004814,0.012352,0.117607,-0.042183,-0.011177,-0.032394,-0.007721,-0.010941,-0.047112,0.049835,-0.053711,-0.013969,-0.022934,0.027603,0.017303,-0.028374,-0.013374,0.001381,0.01947,-0.030388,0.02536,-0.023575,-0.002495,0.032928,0.014984,0.021149,0.020103
-0.055794,-0.01384,0.02356,-0.019653,-0.01123,0.031685,0.009583,0.040138,-0.017387,0.140923,-0.003395,-0.068542,0.048409,0.008736,0.014839,0.104034,-0.032211,0.001793,-0.040054,0.000671,-0.009949,-0.023735,0.04277,-0.045586,-0.012482,-0.035606,0.03186,0.010048,-0.025322,-0.016762,0.006325,0.033806,-0.027428,0.029633,-0.024208,-0.006592,0.03508,0.014534,0.008743,0.02169
-0.052711,-0.016991,0.025581,-0.013893,-0.009201,0.028381,0.005539,0.037872,-0.018227,0.135704,-0.023903,-0.06456,0.034599,0.009323,0.01841,0.081596,-0.023994,0.017067,-0.045135,0.007622,-0.011864,0.001221,0.030685,-0.032707,-0.007751,-0.042694,0.032463,0.002396,-0.019836,-0.018234,0.011337,0.047859,-0.022079,0.026962,-0.025589,-0.004036,0.032425,0.012367,-0.004807,0.022316
-0.043198,-0.013176,0.024529,-0.013092,-0.002266,0.024902,-0.00386,0.032898,-0.020752,0.118797,-0.036629,-0.051003,0.021141,0.005295,0.01973,0.054047,-0.014503,0.028442,-0.046692,0.017006,-0.012627,0.027603,0.017868,-0.019699,-0.00058,-0.046173,0.032898,-0.006691,-0.012421,-0.022896,0.016411,0.056465,-0.019829,0.01757,-0.024338,0.007812,0.03154,0.012138,-0.012581,0.021721
-0.027458,-0.003433,0.019264,-0.017433,0.00325,0.018936,-0.012215,0.021851,-0.020447,0.090881,-0.045265,-0.033325,0.011078,0.005859,0.017197,0.019974,-0.001556,0.032509,-0.049553,0.029037,-0.01474,0.049484,0.004524,-0.011826,0.004295,-0.049568,0.030174,-0.014671,-0.007149,-0.032196,0.019684,0.058929,-0.016838,0.009483,-0.0168,0.016739,0.02813,0.008858,-0.018646,0.015709
-0.011253,0.004814,0.009605,-0.017029,0.007172,0.009056,-0.016678,0.01178,-0.012947,0.055977,-0.053154,-0.017265,0.001534,0.01239,0.015312,-0.014084,0.010925,0.031967,-0.050629,0.038849,-0.00988,0.066498,-0.009811,-0.002487,0.008476,-0.050186,0.020714,-0.016533,-0.000389,-0.034096,0.023323,0.056267,-0.007683,0.004158,-0.006721,0.018898,0.020622,0.00425,-0.02491,0.008316
0.008644,0.007431,-0.002327,-0.009865,0.010941,-0.001686,-0.021179,-0.000801,-0.001404,0.021629,-0.054817,0.001648,-0.005211,0.018265,0.015411,-0.042076,0.020767,0.031151,-0.046005,0.048096,-0.003136,0.08197,-0.023941,0.008224,0.011269,-0.044128,0.009453,-0.017853,0.012688,-0.028633,0.028008,0.043724,-0.000694,-0.002464,-0.000305,0.02137,0.013268,0.002205,-0.028442,0.002777
0.02578,0.006126,-0.014046,-0.000717,0.011848,-0.008469,-0.022598,-0.019684,0.011467,-0.012291,-0.056427,0.023338,-0.011055,0.026497,0.012924,-0.067772,0.034676,0.026901,-0.03801,0.057526,-0.004669,0.090103,-0.039246,0.01236,0.010765,-0.034866,0.001778,-0.017204,0.023445,-0.02668,0.0327,0.027466,0.00074,-0.005493,0.005997,0.021202,0.005409,0.000931,-0.030945,-0.004189
0.036568,0.003044,-0.024208,0.011658,0.00972,-0.013008,-0.016167,-0.036636,0.022758,-0.046532,-0.057037,0.042412,-0.017815,0.037979,0.007759,-0.090225,0.049728,0.021835,-0.030922,0.062408,0.000771,0.089867,-0.051216,0.010315,0.007095,-0.025055,-0.010353,-0.013947,0.029938,-0.024452,0.030792,0.013496,0.005203,-0.005135,0.011482,0.019447,-0.00235,0.00145,-0.031624,-0.009041
0.040131,-0.002594,-0.032326,0.023689,0.011391,-0.017815,-0.008034,-0.047829,0.024742,-0.07608,-0.050911,0.058273,-0.024994,0.046188,0.000755,-0.102859,0.057999,0.019791,-0.021721,0.061935,0.001701,0.080566,-0.054276,0.007164,0.003906,-0.012848,-0.024261,-0.011299,0.036674,-0.016624,0.02459,0.001236,0.012779,-0.002281,0.012291,0.01902,-0.006622,0.00489,-0.026611,-0.009781
0.038582,-0.007385,-0.036926,0.032692,0.018265,-0.022224,1.53E-05,-0.056946,0.024284,-0.097198,-0.041321,0.067909,-0.027473,0.049736,-0.008194,-0.104797,0.060234,0.015678,-0.008736,0.056671,0.000946,0.059372,-0.056473,0.002876,-0.000641,-0.001297,-0.035973,-0.005836,0.041092,-0.006981,0.021774,-0.00885,0.020416,0.006493,0.014618,0.019272,-0.005569,0.009422,-0.019928,-0.010521
0.044029,-0.014099,-0.041283,0.04113,0.023155,-0.028015,0.009186,-0.064148,0.028572,-0.110847,-0.033127,0.06543,-0.028679,0.054695,-0.016068,-0.096931,0.056648,0.013107,0.006409,0.044617,0.002396,0.033783,-0.054092,-0.003014,-0.003922,0.009743,-0.044647,0.005135,0.04351,0.000145,0.0149,-0.018021,0.023941,0.022049,0.016602,0.017502,-0.001755,0.014526,-0.01664,-0.010719
0.050827,-0.023247,-0.044662,0.04995,0.026459,-0.029564,0.017197,-0.067741,0.03022,-0.115417,-0.025063,0.054222,-0.031326,0.058121,-0.020149,-0.07975,0.049706,0.012794,0.023354,0.030098,-0.00415,0.013367,-0.04232,-0.006363,-0.003899,0.020828,-0.047836,0.014771,0.043839,0.010056,0.004395,-0.026764,0.024384,0.034416,0.014015,0.012413,0.003967,0.021713,-0.011765,-0.011955
0.046135,-0.02916,-0.03801,0.05397,0.028564,-0.023331,0.02491,-0.06752,0.027771,-0.109283,-0.012642,0.041046,-0.031006,0.051132,-0.022064,-0.056465,0.042694,0.011726,0.037277,0.017334,-0.012367,-0.00248,-0.02919,-0.005791,-0.00676,0.028305,-0.050476,0.02095,0.037819,0.022476,-0.002739,-0.031845,0.028801,0.035271,0.01123,0.011086,0.008072,0.028168,-0.004364,-0.013725
0.038353,-0.030647,-0.024475,0.05217,0.029106,-0.018211,0.030067,-0.060379,0.020874,-0.097946,0.000885,0.024925,-0.030403,0.03727,-0.025978,-0.032082,0.032196,0.008018,0.044914,0.003517,-0.020851,-0.018402,-0.014542,-0.00412,-0.01059,0.033913,-0.050697,0.026199,0.023376,0.029243,-0.00605,-0.030235,0.036926,0.031273,0.009636,0.01049,0.006027,0.026688,-0.000107,-0.014694
0.036049,-0.027145,-0.012039,0.046577,0.031837,-0.014809,0.030685,-0.046974,0.008827,-0.079872,0.01429,0.007942,-0.029366,0.018517,-0.029625,-0.006546,0.017433,-0.000793,0.049118,-0.011986,-0.024635,-0.030426,-0.000267,9.92E-05,-0.01413,0.037758,-0.051445,0.026756,0.007393,0.033821,-0.008209,-0.028503,0.042717,0.022018,0.00576,0.010727,0.003876,0.017776,0.002106,-0.01207
0.036324,-0.018555,-0.000961,0.034843,0.030968,-0.009567,0.029312,-0.031532,-0.003441,-0.05304,0.026817,-0.005455,-0.026299,-0.003304,-0.031487,0.018425,0.003876,-0.011963,0.047554,-0.024712,-0.024887,-0.03521,0.013565,0.007996,-0.014565,0.035912,-0.049095,0.023666,-0.006218,0.039024,-0.008736,-0.028297,0.043343,0.010544,-0.002472,0.012589,0.007309,0.006233,0.006355,-0.004936
0.03524,-0.009148,0.010651,0.02166,0.021591,-0.007744,0.026352,-0.014809,-0.009499,-0.024117,0.033752,-0.017914,-0.020477,-0.020203,-0.029991,0.036125,-0.009544,-0.025757,0.037941,-0.033104,-0.020905,-0.039101,0.026039,0.012749,-0.012505,0.027893,-0.044144,0.020103,-0.018593,0.041992,-0.004059,-0.022896,0.042053,0.001389,-0.009895,0.010094,0.012047,-0.009972,0.010628,-0.002136
0.029587,-0.00251,0.019005,0.009308,0.007843,-0.008133,0.020912,0.001671,-0.010223,0.005447,0.036438,-0.030846,-0.012695,-0.03566,-0.018181,0.050331,-0.024498,-0.038353,0.029816,-0.041069,-0.013641,-0.039246,0.033478,0.019852,-0.010361,0.019653,-0.038063,0.016571,-0.026077,0.042854,0.002289,-0.017235,0.034958,-0.007095,-0.015366,0.008255,0.011978,-0.026016,0.012741,-0.002594
0.021248,0.003143,0.021484,-0.006645,-0.005959,-0.003853,0.012428,0.012886,-0.010002,0.036201,0.039291,-0.040001,-0.004578,-0.051651,-0.003403,0.06147,-0.034752,-0.047958,0.021637,-0.045746,-0.007416,-0.035385,0.037292,0.029533,-0.006439,0.015968,-0.023445,0.008331,-0.030312,0.038353,0.009201,-0.015823,0.021027,-0.014229,-0.016541,0.00489,0.011375,-0.036163,0.015778,-0.004814
0.010849,0.008202,0.023239,-0.024361,-0.019287,0.002251,0.004112,0.020721,-0.006416,0.065796,0.04361,-0.044289,0.004387,-0.061111,0.005424,0.064407,-0.039497,-0.058273,0.008247,-0.046631,0.005882,-0.035408,0.034393,0.033821,-0.009926,0.01017,-0.010948,-0.005249,-0.034546,0.027054,0.013634,-0.010895,0.008484,-0.023613,-0.014275,-0.001976,0.010826,-0.043373,0.018631,-0.007614
0.00132,0.013992,0.022408,-0.034676,-0.029854,0.006172,-0.001595,0.03212,-0.002991,0.090652,0.04744,-0.046204,0.012581,-0.065926,0.015518,0.066254,-0.044975,-0.063034,-0.002396,-0.051056,0.023003,-0.035873,0.029144,0.035835,-0.01313,-0.000107,-0.001122,-0.017433,-0.038261,0.016525,0.010735,-0.000916,-0.000267,-0.031235,-0.012039,-0.008087,0.006287,-0.045959,0.021416,-0.004868
-0.005348,0.020576,0.017944,-0.037895,-0.034302,0.009445,-0.008179,0.042511,-0.000725,0.104858,0.048706,-0.044487,0.02655,-0.068611,0.027275,0.067322,-0.048553,-0.058922,-0.008469,-0.054169,0.037926,-0.033173,0.024803,0.030899,-0.007553,-0.009628,0.011185,-0.028351,-0.03936,0.010559,0.007179,0.008827,-0.010246,-0.031624,-0.006691,-0.009468,0.00486,-0.042572,0.024666,-0.001587
-0.011513,0.02449,0.014221,-0.039726,-0.038635,0.012596,-0.010475,0.046265,0.003403,0.105339,0.046402,-0.03521,0.043968,-0.062111,0.033516,0.060547,-0.045525,-0.050575,-0.011642,-0.051819,0.049774,-0.025932,0.016663,0.021324,-0.004082,-0.020157,0.026726,-0.033989,-0.036354,0.001999,0.007462,0.016937,-0.024261,-0.023361,-0.003944,-0.008705,0.007454,-0.035599,0.025497,-0.001877
-0.016037,0.023476,0.009956,-0.036774,-0.041061,0.016182,-0.00898,0.047714,0.007835,0.096558,0.037369,-0.023178,0.052856,-0.047989,0.034569,0.050987,-0.038193,-0.036568,-0.009514,-0.048584,0.058098,-0.01783,0.00843,0.012123,0.003174,-0.026802,0.041039,-0.035286,-0.028969,-0.010635,0.008148,0.025993,-0.034813,-0.013008,0.000618,-0.011925,0.009003,-0.025566,0.024269,-0.004028
-0.024483,0.018066,0.007156,-0.027756,-0.035416,0.020935,-0.014496,0.04892,0.008179,0.083504,0.024498,-0.013962,0.057068,-0.033897,0.032005,0.043373,-0.028702,-0.01664,-0.001602,-0.042679,0.059402,-0.012032,0.005226,0.004929,0.01506,-0.025635,0.048462,-0.037872,-0.019104,-0.020821,0.010017,0.036545,-0.040565,-0.009705,0.009232,-0.011734,0.006729,-0.009399,0.02269,-0.005333
-0.032646,0.015869,0.009712,-0.015083,-0.023422,0.023697,-0.020737,0.046951,0.002296,0.065132,0.015907,-0.003548,0.058563,-0.018257,0.024597,0.034828,-0.021431,0.002304,0.008522,-0.033066,0.052711,-0.006836,0.00341,0.000595,0.024445,-0.022278,0.053535,-0.037292,-0.013611,-0.031136,0.012131,0.044998,-0.04203,-0.007278,0.01844,-0.009178,0.000862,0.009819,0.022667,-0.00589
-0.031517,0.016693,0.012138,-0.001656,-0.007919,0.017136,-0.021881,0.044388,-0.004532,0.039833,0.006355,0.005714,0.05378,-0.000526,0.012184,0.025307,-0.016312,0.019508,0.017937,-0.021149,0.04821,-0.001328,9.16E-05,-0.00724,0.031937,-0.015808,0.050858,-0.032875,-0.011749,-0.041595,0.009209,0.05262,-0.03788,-0.003372,0.028145,-0.007195,-0.006561,0.024651,0.02021,-0.0075
-0.024147,0.016762,0.012978,0.011261,0.006256,0.004578,-0.020622,0.041618,-0.014549,0.012047,-0.004311,0.015297,0.043968,0.017006,-0.001427,0.017181,-0.012466,0.038467,0.026527,-0.005684,0.04438,0.008774,-0.000931,-0.013054,0.037354,-0.007172,0.044456,-0.026299,-0.007385,-0.046974,0.002853,0.054047,-0.034454,4.58E-05,0.0308,-0.006592,-0.014381,0.034294,0.016045,-0.005371
-0.017441,0.017853,0.016449,0.020851,0.018478,-0.004753,-0.016914,0.03363,-0.025673,-0.015076,-0.009422,0.029358,0.031044,0.03054,-0.010506,0.010933,-0.007576,0.055725,0.033257,0.015076,0.035133,0.019646,-0.003372,-0.018829,0.042,-0.001137,0.037956,-0.015907,-0.002975,-0.049568,-0.002953,0.046883,-0.028908,0.001991,0.032608,-0.009193,-0.019615,0.038513,0.011795,-0.001984
-0.017296,0.015289,0.019333,0.026817,0.025307,-0.011299,-0.011139,0.025894,-0.030022,-0.042595,-0.015724,0.038826,0.016701,0.039017,-0.016457,0.004333,-6.10E-05,0.070038,0.036537,0.036377,0.024849,0.028526,-0.008179,-0.025406,0.040817,0.00325,0.023895,-0.000877,-0.001114,-0.049133,-0.007401,0.037331,-0.020149,9.16E-05,0.032654,-0.010651,-0.026619,0.03524,0.003487,0.000275
-0.016953,0.008217,0.021698,0.033272,0.027428,-0.013359,-0.006241,0.021614,-0.02919,-0.064484,-0.024605,0.042786,0.000648,0.042755,-0.02211,-0.001945,0.003197,0.081703,0.035004,0.052582,0.015556,0.038757,-0.008827,-0.024376,0.035614,0.009926,0.00473,0.011688,0.002686,-0.044243,-0.011383,0.022202,-0.011879,-0.003105,0.024879,-0.014412,-0.033066,0.023697,-0.004387,0.006973
-0.015572,0.000557,0.025124,0.034637,0.029762,-0.011436,-0.004692,0.014687,-0.024513,-0.074783,-0.03215,0.044449,-0.015297,0.04174,-0.023239,-0.009285,0.006439,0.079491,0.023918,0.066139,0.007484,0.045853,-0.008377,-0.025299,0.025185,0.017418,-0.014458,0.018021,0.009331,-0.036064,-0.014023,0.005165,0.00042,-0.006821,0.016106,-0.017525,-0.032082,0.011024,-0.010132,0.012321
-0.015022,-0.005653,0.026787,0.028893,0.028145,-0.011879,0.002632,0.004845,-0.016968,-0.079422,-0.038338,0.044205,-0.028824,0.044586,-0.018875,-0.019844,0.010674,0.064224,0.003532,0.074974,0.003624,0.046432,-0.008858,-0.027306,0.007744,0.026131,-0.028053,0.024834,0.015038,-0.024315,-0.016403,-0.008049,0.011993,-0.00647,0.007111,-0.016174,-0.028885,0.000282,-0.016281,0.015488
-0.01091,-0.00959,0.020905,0.0196,0.021011,-0.012421,0.011269,-0.007149,-0.007217,-0.081299,-0.042641,0.042358,-0.038948,0.048027,-0.008583,-0.030594,0.01017,0.049767,-0.016708,0.075813,-0.001945,0.0439,-0.00872,-0.0271,-0.006775,0.034317,-0.037048,0.031258,0.021164,-0.006027,-0.020721,-0.019135,0.017563,-0.000931,-0.004349,-0.010941,-0.022964,-0.00975,-0.022194,0.019302
-0.006744,-0.010719,0.006943,0.004333,0.007454,-0.004753,0.011971,-0.021072,0.004715,-0.075722,-0.040886,0.037209,-0.043861,0.045723,0.006401,-0.043411,0.011719,0.034523,-0.036339,0.069374,-0.013023,0.039497,-0.009155,-0.029472,-0.021385,0.032814,-0.039772,0.035049,0.028648,0.014015,-0.023994,-0.030159,0.019608,0.002892,-0.018852,-0.003975,-0.009514,-0.015495,-0.025108,0.020042
-0.002686,-0.009056,-0.004478,-0.014893,-0.008522,0.008904,0.012001,-0.03212,0.019608,-0.064957,-0.032356,0.030411,-0.046104,0.041786,0.016701,-0.055344,0.022202,0.014847,-0.054276,0.057655,-0.02079,0.030693,-0.008606,-0.03009,-0.033989,0.026352,-0.03344,0.037437,0.034546,0.027397,-0.025459,-0.036591,0.01886,0.00827,-0.030937,-0.001259,0.00679,-0.019386,-0.028358,0.01757
0.000511,-0.008621,-0.012611,-0.028313,-0.017212,0.019737,0.011284,-0.03495,0.035057,-0.048546,-0.023705,0.017715,-0.048035,0.033234,0.027962,-0.063026,0.032631,-0.006737,-0.064621,0.040466,-0.028023,0.019386,-0.00502,-0.028999,-0.0401,0.021904,-0.024338,0.036308,0.03698,0.037132,-0.025543,-0.03344,0.019707,0.010635,-0.034561,0.001534,0.020439,-0.019882,-0.035515,0.015381
0.002991,-0.006462,-0.018623,-0.033478,-0.017242,0.02655,0.01049,-0.0336,0.044067,-0.022835,-0.014397,0.000397,-0.043701,0.019699,0.042152,-0.065758,0.037964,-0.028465,-0.070412,0.019539,-0.040695,0.010155,0.000305,-0.024246,-0.040756,0.01796,-0.012032,0.030968,0.037155,0.04451,-0.020294,-0.028252,0.018257,0.002289,-0.033623,0.007935,0.03125,-0.015015,-0.036201,0.015671
0.009613,-0.000343,-0.023827,-0.0373,-0.015884,0.026779,0.010857,-0.035286,0.04789,0.00563,-0.005096,-0.013649,-0.031006,0.007629,0.047371,-0.063789,0.042931,-0.048615,-0.072525,0.001976,-0.052567,0.000916,0.003212,-0.017723,-0.035393,0.009132,0.002716,0.024239,0.035545,0.049156,-0.008301,-0.021996,0.012344,-0.005714,-0.027374,0.011887,0.039986,-0.009331,-0.03199,0.011192
0.018242,0.00531,-0.035919,-0.040306,-0.016487,0.018982,0.011612,-0.034599,0.044823,0.026878,0.002541,-0.024452,-0.021309,-0.001328,0.048943,-0.058289,0.042358,-0.064583,-0.069519,-0.014473,-0.062035,-0.009727,0.002075,-0.010445,-0.026466,-0.001671,0.017616,0.019638,0.030296,0.049843,0.00309,-0.015236,0.008591,-0.008911,-0.020447,0.00872,0.047035,-0.002052,-0.031898,0.007607
