Run ID,Time,Step Number,BCl3 Flow,Cl2 Flow,RF Btm Pwr,RF Btm Rfl Pwr,Endpt A,He Press,Pressure,RF Tuner,RF Load,RF Phase Err,RF Pwr,RF Impedance,TCP Tuner,TCP Phase Err,TCP Impedance,TCP Top Pwr,TCP Rfl Pwr,TCP Load,Vat Valve
2901,56.859,4,752,753,129,0,1612,101,1186,9399,9050,-647,23,16007,19330,-339,16852,346,0,27828,49
2901,57.879,4,752,753,136,0,1613,100,1186,9438,9065,-800,24,16630,19332,-426,16764,351,0,27908,49
2901,58.958,4,752,753,136,0,1605,101,1185,9406,9066,-1827,24,16700,19350,159,16442,343,0,27846,49
2901,59.979,4,752,754,132,0,1596,101,1186,9434,9033,-113,24,16027,19352,332,16510,349,0,27878,49
2901,60.999,4,752,755,131,0,1524,101,1190,9424,9130,178,22,16538,19348,-23,16848,345,0,27772,49
2901,62.028,4,753,753,133,0,1318,102,1193,9488,9046,553,22,16420,19534,-853,16594,355,0,27764,49
2901,63.058,4,752,752,132,0,1110,100,1191,9445,9020,693,23,16504,19620,-428,16726,349,0,27778,49
2901,64.088,4,752,754,133,0,960,101,1190,9502,9012,432,23,16826,19748,-399,16558,345,0,27632,49
2901,65.559,4,751,753,134,0,842,102,1187,9411,9071,955,22,16793,19830,-622,16486,354,0,27566,50
2901,66.529,5,752,754,134,0,702,101,1222,9494,9001,-1005,24,16483,19944,-8,16442,351,0,27510,49
2901,67.548,5,751,753,131,0,691,101,1205,9429,9076,-93,23,16632,20030,-318,16518,343,0,27518,50
2901,68.568,5,752,753,131,0,685,102,1182,9450,9104,1013,22,16677,19942,-506,16700,347,0,27484,50
2901,69.599,5,752,754,133,0,678,100,1182,9515,9037,577,22,16600,19962,-446,16836,344,0,27498,50
2901,70.628,5,751,753,133,0,668,100,1187,9490,9031,50,22,16703,20014,-629,16612,347,0,27500,50
2901,71.649,5,752,753,134,0,663,101,1184,9454,9020,670,22,16827,20002,-289,16740,360,0,27490,50
2901,72.67,5,751,753,132,0,658,101,1184,9429,9083,-474,22,16698,19968,-322,16720,349,0,27490,50
2901,73.689,5,752,754,135,0,651,100,1183,9453,9062,-88,23,16461,20016,-268,16260,347,0,27356,50
2901,74.709,5,752,754,132,0,644,100,1184,9478,8997,-597,23,16821,20026,-436,16636,342,0,27372,50
2901,75.738,5,752,753,133,0,635,102,1183,9489,9015,-630,23,16475,20054,-80,16652,342,0,27266,50
2901,76.795,5,751,754,132,0,622,100,1183,9488,9025,-1318,23,16533,20056,-37,16782,353,0,27512,50
2901,77.778,5,752,753,132,0,612,100,1182,9471,9016,-1538,24,16226,20078,-83,16766,351,0,27298,50
2901,78.798,5,752,751,135,0,582,101,1178,9456,9022,-1503,25,16115,20126,-324,16858,349,0,27244,50
2901,79.83,5,752,753,135,0,555,102,1179,9486,9010,-1481,25,16238,20250,11,16788,348,0,27208,49
2901,80.849,5,752,753,133,0,547,100,1180,9443,9133,-1194,25,16205,20300,-444,16698,347,0,27080,49
2901,81.869,5,751,753,131,0,541,100,1180,9436,9094,-1411,25,15997,20318,65,16568,359,0,27092,49
2901,82.904,5,752,754,135,1,588,101,1195,9517,9131,184,21,16920,20342,-3,16120,350,1,27320,49
2901,83.919,5,752,752,132,0,632,101,1191,9519,9100,971,20,16944,20102,70,16926,359,0,27540,50
2901,84.939,5,752,753,135,0,697,100,1190,9462,9122,406,20,17383,20084,334,16350,360,0,27524,50
2901,85.959,5,752,754,135,0,774,101,1187,9426,9087,453,21,16778,19958,-40,16310,348,0,27646,50
2901,86.979,5,752,754,133,0,853,102,1186,9477,8984,955,20,17172,19764,340,16212,351,0,27826,50
2901,88.005,5,752,753,132,0,945,100,1190,9398,9105,695,20,16621,19462,93,16294,349,1,27898,50
2901,89.019,5,751,752,134,0,981,100,1184,9493,8984,572,20,16790,19330,72,16504,345,0,28014,50
2901,90.039,5,752,754,133,0,983,101,1182,9463,9002,650,20,16728,19310,500,16568,358,0,27882,50
2901,91.63,5,752,753,133,0,988,101,1185,9441,9065,555,20,16752,19300,-356,16464,352,0,27930,50
2901,92.66,5,751,752,134,0,997,100,1186,9396,9094,1028,20,16917,19310,127,16324,360,0,27788,50
2901,93.69,5,751,753,134,0,996,102,1186,9453,9012,675,20,16985,19314,666,16460,353,0,27940,50
2901,94.709,5,752,753,132,0,997,99,1185,9465,9020,847,20,16951,19328,119,16502,355,0,27942,50
2901,95.729,5,752,752,133,0,996,100,1186,9422,9020,225,21,16803,19328,39,16484,358,0,27978,50
2901,96.749,5,752,754,132,0,1000,101,1186,9479,9010,69,21,16634,19302,30,16500,349,0,27884,50
2901,97.769,5,752,753,132,0,1004,100,1186,9483,8991,841,20,16673,19320,28,16386,342,0,27922,50
2901,98.789,5,752,753,133,0,1003,101,1185,9467,9001,1062,20,16725,19340,-289,16386,351,0,27792,50
2901,99.809,5,752,753,135,0,1003,102,1185,9383,9058,85,20,16814,19298,-92,16578,355,0,27888,50
2901,100.85,5,752,753,131,0,1007,102,1185,9469,8996,892,20,16851,19346,122,16458,346,0,27922,50
2901,101.87,5,752,752,135,0,1004,101,1183,9431,9037,254,21,16725,19298,680,16374,354,0,27918,50
2901,102.89,5,752,754,131,0,1014,100,1185,9463,8989,1158,21,16801,19310,-366,16578,352,0,27880,50
2901,103.91,5,751,754,132,0,1014,101,1186,9448,9017,696,21,16511,19318,-375,16502,360,0,27896,50
2901,104.93,5,750,751,135,0,1012,101,1183,9429,9020,410,20,16919,19306,-317,16574,350,0,27840,50
2901,105.96,5,751,752,131,0,1012,101,1185,9491,8972,420,21,16784,19320,-88,16558,350,0,27858,50
2901,107.04,5,752,753,136,0,1015,101,1186,9395,9047,333,20,17008,19318,406,16328,350,0,27870,50
2901,108.07,5,752,755,133,0,1016,102,1185,9475,8987,327,21,16881,19310,42,16528,352,0,27850,50
2901,109.09,5,752,753,136,0,1015,102,1183,9439,9022,215,21,16904,19302,-298,16396,343,0,27838,50
2901,110.36,5,751,753,134,0,1020,100,1185,9465,8988,372,21,16937,19290,-333,16396,353,0,27806,50
2901,111.39,5,752,754,132,0,1018,100,1184,9388,9073,612,20,16867,19340,114,16448,344,0,27788,50
2901,112.41,5,752,753,133,0,1022,100,1187,9457,9022,876,21,16564,19288,-9,16528,346,0,27850,50
2901,113.43,5,752,753,135,0,1018,99,1184,9472,9013,0,21,16856,19300,702,16486,360,0,27922,50
2901,114.45,5,752,753,134,0,1020,100,1184,9400,9026,126,21,16786,19314,752,16568,344,0,27874,50
2901,115.47,5,752,754,135,0,1021,100,1184,9461,8987,613,21,16893,19298,-308,16516,344,0,27906,50
2901,117.05,5,752,754,132,0,1019,101,1185,9382,9042,518,21,16628,19290,139,16406,356,0,27876,50
2901,118.04,5,752,754,136,0,1023,100,1186,9391,9054,38,21,17028,19310,3,16470,343,0,27856,50
2901,119.06,5,752,752,131,0,1019,101,1184,9403,8994,910,21,16714,19300,110,16492,345,0,27850,50
2901,120.08,5,752,753,136,0,1021,102,1185,9384,9078,435,21,16691,19332,120,16368,341,0,27880,50
2901,121.1,5,751,753,133,0,1021,100,1184,9397,9027,222,21,16857,19294,101,16502,348,0,27892,50
2901,122.12,5,752,754,133,0,1028,100,1184,9448,8999,587,21,16646,19292,148,16310,348,0,27804,50
2901,123.15,5,752,754,132,0,1023,101,1185,9412,9058,538,21,16753,19304,-273,16424,346,0,28012,50
2901,124.17,5,752,754,132,0,1023,101,1184,9436,9061,539,21,16876,19292,414,16386,351,0,27970,50
2901,125.21,5,752,754,133,0,1024,100,1185,9438,8978,303,21,17014,19304,678,16390,350,0,27848,50
2901,126.23,5,752,753,135,0,1021,100,1185,9446,9002,-163,21,16918,19312,-18,16400,345,0,27918,50
2901,127.26,5,751,753,134,0,1020,100,1184,9460,9003,1312,20,16461,19314,-9,16400,356,0,27930,50
2902,10.379,4,752,752,131,0,643,101,1230,9431,9029,-250,25,16663,20024,56,16552,346,0,27626,49
2902,11.474,4,751,753,132,0,624,101,1226,9386,9101,-1179,25,16663,20026,11,16848,352,0,27604,49
2902,11.538,4,751,753,132,0,636,101,1224,9475,9012,-1559,25,16649,20020,22,16448,343,0,27630,49
2902,12.972,4,751,753,134,0,615,101,1227,9423,9044,-1417,25,16763,20022,31,16730,357,0,27484,49
2902,13.909,4,751,753,134,0,593,101,1206,9436,9066,-1204,25,16581,20138,-334,16576,342,0,27350,49
2902,14.929,4,752,755,133,0,588,101,1182,9457,9081,-419,25,16626,20162,-601,16550,354,0,27246,50
2902,16.028,4,751,753,133,0,1071,102,1151,9404,9055,267,25,16196,19896,2190,15842,355,1,28008,49
2902,17.113,4,751,753,134,0,1716,99,1169,9420,9090,-2060,25,16553,19482,-733,16188,347,0,27740,48
2902,18.199,4,751,754,132,0,1700,100,1196,9434,9161,-318,24,16939,19520,342,16086,353,0,27878,48
2902,19.278,4,752,753,135,1,1457,101,1201,9486,9094,534,23,16980,19552,-93,16682,346,0,27852,48
2902,20.358,4,751,753,137,0,1500,100,1179,9414,9067,-554,24,16521,19544,-310,16604,350,0,27888,49
2902,21.379,4,752,753,135,0,1542,101,1178,9438,9045,-2278,25,16379,19530,-375,16856,347,0,27888,49
2902,22.406,4,751,752,133,0,1576,100,1198,9413,9067,-1071,24,16908,19504,-636,16630,349,0,27896,49
2902,23.42,4,752,753,133,0,1579,101,1184,9484,9034,-1283,24,16806,19560,-86,16662,350,0,27892,49
2902,24.439,4,752,753,132,0,1575,100,1184,9401,9104,-1623,24,16392,19518,86,16284,346,1,27898,49
2902,25.539,4,752,753,131,0,1596,101,1185,9415,9081,-381,24,16649,19540,68,16662,350,0,27888,49
2902,26.559,4,752,753,135,0,1615,100,1185,9445,9088,-1141,24,16295,19548,-325,16322,358,1,27868,49
2902,27.579,4,752,752,133,0,1627,101,1184,9415,9043,-140,23,17047,19348,422,16828,355,1,27934,49
2902,28.599,4,752,753,133,0,1639,101,1187,9438,9020,-539,24,16875,19350,150,16710,351,0,27876,49
2902,29.619,4,751,753,131,0,1641,100,1186,9404,9060,-936,23,16591,19400,-20,16214,357,0,27994,49
2902,30.708,4,752,753,135,0,1642,100,1184,9470,9024,-1173,23,16714,19344,155,16472,353,0,27818,49
2902,31.729,4,752,754,135,0,1655,100,1187,9442,9067,-259,23,16820,19354,-48,16388,346,1,28022,49
2902,32.749,4,752,752,131,0,1647,100,1186,9427,9054,-2124,23,16554,19346,43,16740,340,1,27888,49
2902,33.779,4,752,754,133,0,1652,101,1187,9414,9048,-1136,23,16642,19340,946,16862,357,0,27888,49
2902,34.799,4,751,753,134,0,1650,100,1185,9421,9070,-2119,23,16559,19348,142,16620,344,0,27986,49
2902,35.819,4,752,753,133,0,1651,101,1187,9438,9076,-141,23,16153,19358,-418,16270,348,0,27934,49
2902,36.845,4,751,753,134,0,1648,101,1185,9480,8978,-1295,23,16699,19398,-308,16480,343,0,27972,49
2902,37.869,4,752,754,131,0,1655,100,1186,9426,9009,-1100,23,16403,19364,8,16598,354,0,27912,49
2902,38.889,4,752,754,137,0,1654,100,1187,9432,9029,-1658,23,16793,19358,47,16244,352,0,27870,49
2902,39.911,4,751,753,136,0,1654,102,1185,9448,9050,-483,23,16900,19334,456,16782,348,0,27996,49
2902,40.929,4,752,753,132,0,1655,100,1187,9451,9026,-783,23,16454,19312,-420,16768,346,0,27860,49
2902,42.059,4,751,753,135,0,1665,100,1185,9465,9039,-2086,23,16432,19326,410,16694,348,1,27912,49
2902,43.101,4,752,753,133,0,1655,101,1186,9417,9078,-628,23,16442,19348,5,16626,344,1,27846,49
2902,44.179,4,752,753,135,0,1660,102,1185,9436,9045,-197,23,16962,19296,-313,16490,343,0,27848,49
2902,45.209,4,752,753,135,0,1656,100,1186,9422,9029,-841,22,16536,19308,152,16596,339,0,27886,49
2902,46.229,4,752,753,133,0,1655,102,1185,9402,9113,-844,22,16590,19318,60,16430,354,0,27894,49
2902,47.254,4,752,753,133,0,1658,100,1187,9402,9075,-1019,22,16511,19310,95,16844,347,0,27836,49
2902,48.279,4,752,753,131,0,1656,100,1186,9411,9110,-2220,22,16724,19354,85,16048,349,1,27938,49
2902,49.31,4,752,753,132,0,1659,100,1187,9377,9062,-1495,22,16669,19302,-342,15736,355,0,27862,49
2902,50.412,4,752,752,132,0,1656,100,1185,9416,9057,-2040,22,16491,19320,-3,16250,345,1,27906,49
2902,51.528,4,752,754,129,0,1659,101,1185,9380,9071,-1960,23,16513,19340,158,16418,344,0,28010,49
2902,52.549,4,752,754,131,0,1656,100,1184,9388,9095,-851,22,16484,19296,98,16874,342,1,27894,49
2902,53.628,4,751,753,133,0,1650,99,1183,9470,9017,-2136,23,16369,19332,-10,16930,347,0,27900,49
2902,54.708,4,752,755,131,0,1652,100,1184,9372,9067,-1357,23,16399,19336,-89,16548,350,0,27976,49
2902,55.729,4,752,753,134,0,1644,101,1185,9410,9035,-747,23,16595,19328,113,16770,343,0,27922,49
2902,56.749,4,752,753,134,0,1642,101,1186,9444,9023,-1253,23,16730,19324,12,16850,344,0,27914,49
2902,57.779,4,752,753,134,0,1616,101,1185,9380,9045,-1012,23,16281,19324,93,16972,344,0,27868,49
2902,58.804,4,752,752,132,0,1459,100,1193,9426,9079,-5,22,16287,19338,90,16692,349,0,27870,49
2902,59.819,4,751,753,132,0,1211,100,1191,9401,9105,1149,22,16122,19586,-562,16594,343,0,27732,49
2902,60.855,4,752,754,136,0,1054,100,1187,9477,8998,201,23,16481,19704,-391,16334,348,0,27614,49
2902,61.879,4,752,753,132,0,901,100,1190,9473,9007,470,22,16548,19758,-704,17084,355,0,27608,50
2902,62.899,5,752,752,135,0,757,101,1220,9412,9031,-1271,25,16372,19856,-504,16784,346,0,27526,49
2902,63.92,5,752,753,134,0,700,101,1219,9388,9065,-673,24,16618,19916,-364,16648,352,0,27528,49
2902,64.939,5,751,753,132,0,691,100,1195,9447,9047,-224,23,16426,19934,-668,16416,346,0,27452,50
2902,65.959,5,751,754,135,0,688,101,1183,9477,9012,-23,23,16744,19964,-369,16710,345,0,27388,50
2902,66.989,5,752,753,134,0,675,101,1182,9483,9043,-107,22,16882,19942,96,16556,354,0,27332,50
2902,68.019,5,752,754,132,0,669,100,1186,9445,9088,0,22,16595,19954,-322,16702,354,0,27382,50
2902,69.039,5,752,754,135,0,671,102,1189,9461,9026,-91,23,16435,19948,-518,16726,344,0,27452,50
2902,70.059,5,752,752,132,0,657,101,1183,9440,9082,-121,23,16390,19968,14,16846,354,0,27426,50
2902,71.095,5,752,754,133,0,650,100,1182,9395,9069,-756,23,16697,20032,-286,16478,359,0,27322,50
2902,72.118,5,752,754,134,0,644,100,1183,9396,9054,-959,23,16733,20018,-86,16542,355,0,27298,50
2902,73.148,5,752,753,132,0,638,101,1183,9418,9070,-862,23,16304,20026,11,16396,349,0,27338,50
2902,74.228,5,752,753,134,0,626,102,1182,9401,9067,-1666,24,16538,20048,3,16638,350,0,27352,50
2902,75.258,5,752,753,136,0,603,102,1181,9437,9083,-2383,24,16160,20102,-425,16666,358,0,27290,50
2902,76.279,5,752,755,132,0,572,102,1179,9403,9084,-1198,25,16076,20152,-656,16718,349,0,27118,50
2902,77.326,5,752,752,132,0,558,101,1182,9484,9032,-1823,25,16004,20210,-406,16770,357,0,27226,49
2902,78.358,5,751,753,135,0,551,101,1185,9511,9074,-1596,25,15907,20286,-305,16622,342,0,27126,49
2902,79.379,5,752,752,134,0,559,101,1190,9518,9113,-1049,24,16234,20334,-695,16340,351,1,27126,49
2902,80.399,5,752,753,134,0,613,101,1194,9563,9038,561,21,16725,20314,330,16038,348,0,27506,49
2902,81.42,5,750,752,134,0,673,101,1187,9484,9115,942,20,17116,20080,726,16694,358,0,27546,50
2902,82.445,5,752,753,133,0,746,101,1189,9503,9023,868,21,16790,20004,22,16050,350,0,27614,50
2902,83.507,5,752,753,132,0,821,102,1189,9486,9040,413,20,16955,19820,830,16214,347,0,27784,50
2902,84.991,5,752,753,133,0,921,100,1187,9443,9010,86,20,17283,19540,434,16364,350,0,27900,50
2902,85.97,5,752,754,134,0,997,101,1187,9474,9011,299,20,16856,19290,-353,16508,342,0,27994,50
2902,86.999,5,752,753,133,0,998,101,1185,9384,9073,380,20,16847,19336,24,16590,343,0,27994,50
2902,88.029,5,751,752,131,0,1001,100,1186,9464,8992,1510,20,16816,19298,-415,16606,354,0,27888,50
2902,89.066,5,752,752,132,0,1006,102,1184,9387,9056,593,21,16823,19308,-366,16666,351,0,27892,50
2902,90.069,5,751,753,134,0,1004,101,1184,9459,8982,707,21,16972,19270,146,16476,343,0,27878,50
2902,91.089,5,752,754,132,0,1009,100,1184,9463,9008,586,21,16849,19274,62,16614,352,0,27952,50
2902,92.119,5,751,753,134,0,1009,102,1183,9397,9057,56,20,16891,19296,330,16436,344,0,27986,50
2902,93.139,5,751,753,134,0,1013,102,1185,9430,9049,382,21,16840,19292,134,16598,357,0,27916,50
2902,94.163,5,752,753,134,0,1013,101,1184,9479,8966,759,21,16696,19346,103,16450,347,0,27948,50
2902,95.179,5,752,753,134,0,1017,100,1185,9377,9057,-88,21,16828,19270,590,16482,350,0,27914,50
2902,96.199,5,752,753,135,0,1012,101,1184,9422,9017,371,21,16763,19284,-348,16310,342,0,27950,50
2902,97.219,5,751,753,134,0,1019,102,1185,9416,9008,426,20,16851,19358,141,16598,359,0,27964,50
2902,98.239,5,752,753,133,0,1023,101,1187,9390,9062,650,21,16434,19260,904,16516,348,0,27996,50
2902,99.266,5,751,753,133,0,1017,102,1185,9415,9020,729,21,16896,19328,-29,16526,343,0,28028,50
2902,100.3,5,752,754,132,0,1021,101,1184,9469,8967,254,21,16723,19316,-21,16310,349,0,27858,50
2902,101.32,5,752,754,134,0,1020,100,1185,9398,9043,957,21,16705,19338,474,16582,351,0,27938,50
2902,102.46,5,751,753,134,0,1029,100,1185,9479,8984,-177,21,17085,19342,32,16478,347,0,27892,50
2902,103.49,5,752,754,133,0,1025,100,1184,9465,9018,572,21,16447,19240,106,16376,354,0,27934,50
2902,104.6,5,752,753,135,0,1025,100,1182,9422,9022,205,21,16901,19300,-9,16568,351,0,27958,50
2902,105.63,5,751,752,132,0,1025,100,1185,9401,9028,971,20,16467,19276,-91,16556,349,0,27934,50
2902,106.65,5,752,753,133,0,1030,100,1185,9423,9008,621,21,16629,19256,-293,16426,342,0,28006,50
2902,108.54,5,752,754,135,0,1031,101,1184,9423,9061,587,21,16935,19330,146,16574,346,0,27892,50
2902,109.54,5,752,754,133,0,1027,100,1183,9421,9069,485,21,17062,19258,2,16578,353,0,27812,50
2902,110.56,5,752,752,134,0,1026,100,1184,9431,8988,998,21,16836,19328,-264,16588,351,0,27894,50
2902,111.58,5,752,754,133,0,1034,101,1185,9467,8989,677,21,16521,19296,260,16388,353,0,27894,50
2902,112.6,5,752,753,132,0,1031,100,1183,9420,8989,345,21,16509,19302,-75,16396,350,0,27940,50
2902,113.62,5,752,753,134,0,1028,101,1185,9391,9050,953,21,16896,19330,-282,16526,347,0,27838,50
2902,114.65,5,752,754,133,0,1028,101,1183,9465,8987,1125,21,16582,19254,110,16484,353,0,27978,50
2902,115.67,5,752,753,134,0,1032,101,1185,9384,9043,542,21,16989,19324,-305,16568,349,0,27854,50
2902,116.69,5,752,753,131,0,1032,102,1185,9458,8976,418,21,16519,19286,-391,16600,353,0,27882,50
2902,117.71,5,752,754,133,0,1032,102,1183,9431,8978,563,20,17064,19328,588,16646,350,0,27822,50
2902,118.73,5,752,752,132,0,1031,102,1184,9465,8983,947,20,16837,19320,137,16546,350,0,27886,50
2902,119.75,5,752,754,133,0,1031,101,1184,9371,9028,436,21,16644,19246,52,16626,359,0,27890,50
2902,120.78,5,751,754,135,0,1031,101,1184,9398,9032,380,20,16757,19322,59,16504,349,0,27938,50
2903,9.8401,4,751,754,133,0,639,101,1229,9459,9027,-1406,25,16479,19996,748,16708,349,1,27614,49
2903,11.538,4,751,753,132,0,636,101,1224,9475,9012,-1559,25,16649,20020,22,16448,343,0,27630,49
2903,12.863,4,751,754,133,0,625,101,1225,9465,9014,-1531,25,16870,19938,-92,16830,350,0,27542,49
2903,13.847,4,751,756,134,0,609,102,1218,9415,9094,-1356,24,16969,20032,122,16624,349,0,27472,49
2903,14.866,4,752,754,133,0,590,101,1198,9486,9015,-1363,25,16487,20126,-543,17036,347,0,27258,50
2903,15.886,4,751,755,135,0,641,102,1174,9427,9119,308,23,16921,20196,-399,15858,347,0,27280,50
2903,16.972,4,751,753,135,0,1604,99,1148,9471,9030,-939,24,16740,19302,117,17374,347,0,28126,49
2903,18.056,4,751,754,134,0,1761,101,1188,9492,9044,-829,24,16601,19526,-473,16058,343,0,27772,48
2903,19.126,4,751,754,135,0,1679,100,1198,9416,9176,647,23,17073,19532,-368,16712,345,0,27786,48
2903,20.226,4,751,753,136,0,1388,101,1209,9437,9041,1313,23,16982,19536,-263,16734,357,0,27876,49
2903,21.326,4,751,754,132,0,1598,102,1156,9392,9100,-170,24,16355,19530,-27,16732,340,1,27838,49
2903,22.416,4,751,753,134,0,1596,100,1195,9392,9045,-1102,24,16521,19548,264,16550,344,0,27886,49
2903,23.507,4,752,754,131,0,1606,101,1185,9407,9048,-450,24,16746,19520,348,16464,345,0,27830,49
2903,24.596,4,752,753,135,0,1610,99,1183,9406,9110,-636,24,16648,19528,-464,16612,348,0,27868,49
2903,25.702,4,751,753,132,0,1626,100,1187,9453,9024,-1555,24,16407,19502,-430,16436,358,1,27830,49
2903,26.717,4,752,754,133,0,1641,101,1187,9398,9119,-1435,24,16694,19530,-22,16384,349,0,27890,49
2903,27.737,4,751,754,132,0,1667,102,1187,9408,9106,-1077,24,16717,19332,103,16450,353,0,27992,49
2903,28.757,4,751,753,132,0,1674,102,1185,9444,9029,-1015,23,16663,19354,-593,16132,348,0,27866,49
2903,29.777,4,752,754,133,0,1679,102,1184,9394,9075,-1795,23,16411,19352,23,16182,351,0,27944,49
2903,30.847,4,751,754,126,0,1683,100,1186,9404,9019,-2049,23,16746,19366,-507,16668,353,0,27946,49
2903,31.867,4,752,753,135,0,1681,100,1185,9399,9069,-2150,23,16298,19340,-7,16852,349,1,27836,49
2903,32.887,4,752,754,132,0,1681,100,1187,9446,9045,-1759,23,16552,19350,133,16522,345,1,28008,49
2903,33.907,4,752,754,133,0,1675,101,1186,9466,8988,-1257,23,16256,19340,12,16862,346,0,28008,49
2903,35.006,4,752,752,133,0,1681,101,1187,9446,9049,-430,23,16866,19364,-79,16510,348,0,27954,49
